CONSTITUENT_ID	AGE	GENDER	MARRIED	STATE	COUNT(F.FAMILY_ID)	COUNT(E.EVENT_ATTENDEE_ID)	COUNT(V.VOLUNTEER_ID)	sum(T.AMOUNT)
1135245	90	Male	1	No State	0	0	0	NULL
1135432	0	Male	0	California	0	0	0	NULL
1139003	69	Female	0	Illinois	0	0	0	NULL
1139076	88	Male	0	No State	0	0	0	NULL
1139077	69	Female	0	No State	0	0	0	NULL
1139087	61	Female	0	California	0	0	0	NULL
1139159	58	Male	0	California	0	0	0	NULL
1139175	57	Female	0	Georgia	0	0	0	NULL
1139182	68	Male	1	Arizona	0	0	0	NULL
1139199	57	Male	0	Arizona	0	0	0	NULL
1139208	67	Female	0	Florida	0	0	0	NULL
1139248	69	Male	0	Ohio	0	2	0	200
1139263	56	Male	0	Michigan	0	0	0	NULL
1139391	54	Female	0	Ohio	0	0	0	NULL
1139401	60	Female	1	Colorado	0	0	0	NULL
1139429	55	Female	1	Illinois	2	2	0	NULL
1139475	54	Female	0	New Jersey	0	0	0	NULL
1140667	75	Male	1	Illinois	0	0	0	NULL
1140690	57	Male	0	Illinois	0	0	0	NULL
1140836	65	Male	0	Illinois	0	0	0	115
1140837	68	Female	0	Illinois	0	0	0	NULL
1140970	58	Female	1	Illinois	0	0	1	NULL
1140990	66	Female	0	Arizona	0	0	0	NULL
1141012	70	Male	0	Rhode Island	0	0	0	NULL
1147221	57	Male	0	Illinois	0	0	0	NULL
1147256	80	Female	0	Indiana	0	0	0	NULL
1147487	56	Female	0	Illinois	0	0	0	NULL
1147518	61	Male	0	Illinois	0	0	0	NULL
1147520	60	Male	1	No State	0	1	0	NULL
1147656	64	Female	0	Illinois	0	1	0	NULL
1147663	54	Female	0	Texas	0	0	0	NULL
1147749	60	Female	1	Wisconsin	0	0	0	NULL
1147820	68	Female	1	Illinois	0	1	0	NULL
1147831	62	Female	1	New Mexico	0	0	0	NULL
1147844	58	Male	0	Arizona	0	0	0	NULL
1148620	0	Male	0	No State	0	0	0	NULL
1148671	94	Female	0	No State	0	0	0	NULL
1148762	93	Male	0	No State	0	0	0	170
1149894	68	Male	1	Armed Forces Europe/Canada/Middle East/Africa	0	0	0	NULL
1149900	59	Female	1	Illinois	1	0	0	NULL
1149965	64	Male	1	Illinois	0	0	0	NULL
1149972	59	Male	0	Indiana	0	0	0	NULL
1150045	72	Female	0	Texas	0	2	0	NULL
1150656	0	Male	0	New Mexico	0	0	0	NULL
1151643	53	Female	0	Illinois	0	0	0	NULL
1151879	60	Female	0	Illinois	0	0	0	NULL
1155811	90	Female	1	No State	0	0	0	NULL
1159449	82	Female	0	No State	0	0	0	NULL
1160701	58	Female	0	Illinois	0	0	0	NULL
1160799	61	Female	0	Florida	0	0	0	NULL
1160803	55	Female	0	Illinois	0	0	0	NULL
1160853	55	Female	0	Florida	0	0	0	NULL
1160864	79	Female	0	Iowa	0	0	0	NULL
1160872	66	Male	0	Illinois	0	0	0	225
1160873	58	Male	0	Oregon	0	0	0	NULL
1160878	56	Female	0	Florida	0	0	0	NULL
1160887	62	Male	0	Illinois	0	0	0	NULL
1161223	54	Female	0	Illinois	0	0	0	NULL
1161516	0	Male	0	California	0	0	0	NULL
1162437	60	Female	0	Illinois	0	0	0	NULL
1162443	67	Male	0	Texas	0	0	0	NULL
1162463	67	Female	0	Illinois	0	0	0	NULL
1162495	55	Male	1	Illinois	0	2	0	NULL
1162550	53	Female	0	Colorado	0	0	0	NULL
1162650	57	Female	0	North Carolina	0	0	0	20
1162687	51	Female	0	Illinois	0	0	0	NULL
1162848	60	Female	1	Maryland	0	0	0	790
1162876	51	Female	0	Illinois	0	0	0	NULL
1163130	50	Female	1	Illinois	0	0	0	NULL
1163244	51	Female	0	Virginia	0	0	0	NULL
1163247	56	Female	1	Illinois	0	1	0	NULL
1163269	67	Male	1	Illinois	1	1	0	NULL
1163404	58	Male	0	Illinois	0	1	0	NULL
1163523	72	Female	0	Illinois	0	0	0	NULL
1163883	88	Female	0	No State	0	0	0	NULL
1164215	0	Female	0	California	0	0	0	NULL
1164222	90	Male	0	No State	0	0	0	NULL
1166458	88	Female	0	New Jersey	0	0	0	100
1171843	55	Female	1	Arizona	0	0	0	40
1171893	56	Female	1	Illinois	0	0	0	50
1171913	57	Male	0	Illinois	0	0	0	NULL
1171922	53	Female	0	Illinois	0	0	1	NULL
1172301	62	Female	1	No State	0	0	0	NULL
1172310	64	Female	0	California	0	0	0	NULL
1172325	51	Female	0	California	0	0	0	NULL
1172340	65	Female	0	No State	0	0	0	NULL
1172439	63	Female	1	Texas	0	0	0	NULL
1172471	78	Female	0	Illinois	0	0	0	NULL
1172945	92	Male	0	Georgia	0	0	0	NULL
1173175	0	Female	1	Kansas	0	0	0	NULL
1173630	50	Female	0	Illinois	0	0	1	NULL
1174597	49	Female	1	Illinois	2	0	0	NULL
1175926	59	Female	0	Iowa	0	0	0	NULL
1176049	66	Female	0	Illinois	0	0	0	NULL
1176065	52	Female	0	Virginia	0	0	0	NULL
1176092	59	Female	0	No State	0	0	0	NULL
1176198	64	Female	1	Illinois	0	0	1	NULL
1176252	49	Female	1	Washington	0	0	0	NULL
1176255	49	Female	0	Illinois	0	0	0	NULL
1177367	89	Male	0	No State	0	0	0	NULL
1177632	92	Female	1	Arizona	0	0	0	NULL
1177672	85	Male	1	Arizona	0	0	0	NULL
1177715	0	Female	0	No State	0	0	0	NULL
1180013	0	Female	1	Illinois	0	0	0	NULL
1182088	94	Male	0	No State	0	8	0	3000
1182193	92	Female	1	No State	0	0	0	65
1182958	49	Female	0	Illinois	0	0	0	NULL
1183351	63	Male	0	Illinois	0	0	1	NULL
1183352	52	Female	1	Illinois	0	0	0	25
1183354	71	Male	0	Indiana	0	0	0	NULL
1183398	52	Male	0	Illinois	0	0	1	NULL
1183538	54	Female	1	Michigan	0	0	0	NULL
1183569	66	Female	1	Illinois	0	0	0	NULL
1184398	0	Female	0	New York	0	0	0	NULL
1184503	109	Male	1	No State	2	2	0	NULL
1184621	83	Female	0	New York	0	0	0	NULL
1187733	48	Female	0	Indiana	0	0	0	NULL
1187792	51	Male	0	Illinois	0	0	0	NULL
1188036	54	Female	0	Illinois	0	0	0	NULL
1188038	52	Female	1	Illinois	0	0	4	100
1189414	60	Female	1	Illinois	0	0	0	NULL
1189607	51	Female	1	Wisconsin	0	0	0	NULL
1189724	50	Female	0	Texas	0	0	0	NULL
1189766	51	Female	0	Illinois	0	0	0	NULL
1195076	89	Male	1	Illinois	0	0	0	20
1195237	93	Male	1	No State	0	0	0	80
1195860	0	Female	0	Minnesota	0	0	0	20
1196135	48	Female	0	Illinois	0	0	0	NULL
1196230	49	Female	0	Illinois	0	0	0	NULL
1196241	49	Female	0	Illinois	0	0	0	NULL
1196293	48	Female	0	Illinois	0	0	0	NULL
1196342	48	Female	0	Illinois	0	0	0	NULL
1196479	49	Female	0	Wisconsin	0	0	0	NULL
1196568	54	Female	1	Pennsylvania	0	0	0	NULL
1196761	65	Female	1	Alaska	0	1	0	NULL
1196890	60	Female	1	Illinois	0	0	0	NULL
1197495	0	Female	0	Illinois	0	0	0	25
1197569	0	Male	0	No State	0	0	0	NULL
1197678	94	Male	0	Wisconsin	0	0	0	NULL
1199098	48	Female	1	Illinois	0	1	0	NULL
1199135	59	Female	0	Missouri	0	0	0	NULL
1199256	53	Male	1	Illinois	0	0	0	NULL
1199318	48	Female	0	California	0	0	0	NULL
1199319	54	Female	0	Illinois	0	5	5	225
1199320	47	Female	0	Illinois	0	0	0	NULL
1200034	0	Male	0	Florida	0	0	0	NULL
1200161	84	Female	0	Arizona	0	1	0	NULL
1200270	100	Female	0	No State	3	0	0	NULL
1200544	52	Male	0	Virginia	0	0	0	NULL
1200588	60	Female	0	Washington	0	0	0	NULL
1200679	59	Female	0	No State	0	0	0	NULL
1200753	48	Female	0	Texas	0	0	0	NULL
1200971	54	Female	1	Indiana	0	0	0	NULL
1201768	76	Female	0	California	0	0	0	NULL
1201793	0	Male	0	Missouri	0	0	0	NULL
1201810	0	Female	0	Arizona	0	1	0	25
1201839	0	Male	0	No State	0	0	0	NULL
1204443	76	Female	0	Arizona	0	0	0	NULL
1204474	86	Female	0	No State	0	0	0	25
1205119	55	Male	0	Washington	0	0	0	20
1205136	49	Female	0	Colorado	0	0	0	NULL
1206292	0	Female	0	Georgia	0	0	0	NULL
1207086	81	Male	0	Missouri	0	0	0	NULL
1207443	48	Male	1	Illinois	0	0	0	NULL
1207714	50	Female	0	Illinois	0	0	0	NULL
1207787	66	Female	0	No State	0	0	0	NULL
1207798	63	Female	0	No State	0	0	0	NULL
1207967	60	Female	0	Illinois	0	0	0	NULL
1207976	46	Male	0	Illinois	0	0	0	NULL
1209387	95	Male	0	Wisconsin	0	0	0	NULL
1213225	0	Male	0	Illinois	0	0	0	NULL
1213290	0	Male	0	California	0	0	0	NULL
1214224	52	Female	1	Illinois	0	0	0	55
1214313	46	Female	1	Illinois	0	0	0	NULL
1214337	46	Female	0	Colorado	0	0	0	NULL
1214373	68	Female	0	Nebraska	0	2	0	NULL
1214679	48	Female	1	Michigan	0	0	0	NULL
1214989	49	Female	0	Illinois	0	0	0	NULL
1215502	0	Male	0	Illinois	0	0	0	NULL
1215553	0	Female	0	Illinois	0	0	0	NULL
1215555	0	Female	0	Illinois	0	0	0	NULL
1217830	0	Female	1	Illinois	0	0	0	125
1219309	51	Female	0	Illinois	0	0	0	NULL
1220182	0	Female	0	No State	0	0	0	NULL
1220221	0	Female	0	Illinois	0	0	0	NULL
1220373	0	Male	0	California	0	0	0	NULL
1220382	0	Female	1	California	0	0	0	400
1220696	56	Female	0	Colorado	0	0	0	NULL
1220863	52	Female	0	Illinois	0	0	0	NULL
1220951	62	Female	0	Illinois	0	0	0	NULL
1221014	61	Female	1	No State	0	0	0	NULL
1221028	79	Female	0	No State	0	0	0	NULL
1221029	86	Female	1	No State	1	0	0	NULL
1221030	76	Female	0	No State	0	0	0	NULL
1224336	77	Female	1	Colorado	0	0	0	755
1224458	0	Male	1	Missouri	0	0	0	NULL
1224472	0	Female	0	Illinois	0	0	0	NULL
1224673	0	Female	0	Arizona	0	0	0	NULL
1225291	0	Female	0	Illinois	0	0	0	NULL
1225373	50	Female	0	Illinois	0	0	0	NULL
1225375	67	Female	1	Illinois	0	2	0	NULL
1225406	47	Female	1	Illinois	0	0	0	NULL
1225477	46	Female	1	Illinois	0	0	0	NULL
1225595	59	Female	0	Illinois	0	0	0	NULL
1226555	76	Female	0	No State	0	1	0	40
1226690	0	Male	0	Illinois	0	0	0	NULL
1226757	0	Female	0	Illinois	0	0	0	NULL
1226793	83	Male	1	Mississippi	0	0	0	NULL
1226794	0	Female	0	Colorado	0	0	0	NULL
1226799	0	Female	0	Illinois	0	0	0	NULL
1227192	71	Female	0	Illinois	0	1	0	NULL
1227299	0	Female	0	No State	0	0	0	NULL
1227301	0	Male	0	No State	0	0	0	NULL
1227379	0	Female	1	Missouri	0	0	0	NULL
1227389	70	Female	1	New Hampshire	0	0	0	180
1227591	0	Female	0	Massachusetts	0	0	0	NULL
1227592	0	Female	0	Oregon	0	0	0	NULL
1227593	0	Male	0	Illinois	0	1	0	NULL
1227615	0	Male	1	Illinois	0	0	0	25
1227616	75	Male	1	Illinois	0	29	0	2550
1227617	0	Male	0	Illinois	0	0	0	50
1227618	0	Female	0	Arizona	0	0	0	NULL
1227619	81	Female	0	Virginia	0	0	0	100
1227909	58	Female	1	Illinois	0	0	0	NULL
1228090	51	Female	0	Massachusetts	0	0	0	NULL
1228231	79	Female	1	Illinois	0	2	0	NULL
1228836	0	Female	0	No State	0	0	0	NULL
1231548	98	Female	0	No State	15	0	0	480
1231889	0	Female	1	Michigan	0	0	0	NULL
1231934	79	Female	0	New York	0	0	0	NULL
1232111	64	Female	1	Illinois	0	0	0	NULL
1232137	64	Female	0	Illinois	0	0	0	NULL
1232322	63	Female	0	Illinois	0	0	0	NULL
1232357	63	Female	0	Illinois	0	0	1	NULL
1232598	45	Female	0	Illinois	0	0	0	NULL
1232615	46	Female	0	Texas	0	0	0	NULL
1232641	51	Female	0	Illinois	0	0	0	NULL
1232687	49	Female	0	Illinois	0	1	1	NULL
1232743	63	Female	1	Missouri	0	0	0	NULL
1232783	48	Female	0	Illinois	0	0	0	NULL
1232785	68	Male	1	Pennsylvania	0	0	0	NULL
1232797	59	Female	0	Wisconsin	0	0	0	NULL
1232851	48	Female	0	Illinois	0	0	1	NULL
1232894	70	Female	0	Illinois	0	0	0	NULL
1233001	71	Female	0	Illinois	0	0	0	NULL
1233035	47	Female	1	Washington	0	0	0	NULL
1233044	60	Female	0	Alabama	0	0	0	NULL
1233045	48	Female	0	Maryland	0	0	0	NULL
1233048	52	Female	0	Iowa	0	0	0	NULL
1233138	50	Female	0	Mississippi	0	0	0	NULL
1233150	66	Female	1	Illinois	0	0	0	NULL
1233454	0	Female	1	No State	0	0	0	NULL
1233541	61	Female	1	Ohio	0	0	0	NULL
1233828	0	Female	1	Illinois	0	0	0	NULL
1234277	75	Female	1	Illinois	0	0	0	85
1244723	50	Female	1	Texas	0	0	0	550
1244726	54	Female	1	Illinois	6	0	0	220
1244796	61	Female	1	Guam	0	0	0	NULL
1244825	64	Female	0	Illinois	0	1	0	NULL
1244841	47	Female	1	Illinois	0	0	0	NULL
1244939	46	Female	0	North Carolina	0	0	0	NULL
1246432	57	Female	0	Mississippi	0	0	0	NULL
1246440	50	Male	0	Arizona	0	0	0	NULL
1246605	47	Female	0	Illinois	0	1	0	NULL
1248728	46	Female	1	Washington	0	0	0	NULL
1248729	47	Female	0	Illinois	0	0	0	NULL
1248756	45	Female	0	Illinois	0	0	0	NULL
1251928	45	Female	0	Illinois	0	0	0	NULL
1251996	47	Female	0	Illinois	0	0	0	NULL
1253147	61	Female	1	Illinois	0	0	0	NULL
1253193	0	Female	0	Illinois	0	0	0	355
1253289	44	Female	0	Illinois	0	0	0	NULL
1253324	49	Male	1	Georgia	0	0	0	NULL
1253325	46	Female	0	Missouri	0	0	0	NULL
1253326	47	Male	1	Illinois	0	1	0	75
1253327	45	Female	0	Illinois	0	0	1	NULL
1253328	46	Female	0	Illinois	0	0	0	75
1253329	75	Female	0	Oregon	0	2	0	NULL
1253342	48	Female	0	Maryland	0	1	0	NULL
1253347	49	Female	0	Illinois	0	0	0	NULL
1253358	49	Male	0	Nevada	0	0	0	NULL
1253390	51	Female	0	No State	0	0	0	NULL
1253406	50	Female	1	Illinois	0	0	0	NULL
1253472	48	Female	0	No State	0	0	0	NULL
1253503	46	Female	0	Illinois	0	0	0	NULL
1253504	45	Female	0	Illinois	0	0	0	NULL
1253540	60	Female	1	Washington	0	0	0	NULL
1253575	46	Female	0	Illinois	0	0	1	NULL
1253616	57	Female	0	Illinois	0	0	0	NULL
1253694	60	Female	0	Illinois	0	0	0	NULL
1253695	50	Female	0	Illinois	0	0	1	NULL
1253916	45	Female	0	Illinois	0	0	0	NULL
1253917	52	Female	0	California	0	2	0	1050
1253918	58	Female	0	Florida	0	0	0	NULL
1253919	46	Female	0	Illinois	0	0	0	NULL
1253988	53	Female	0	Illinois	0	0	0	NULL
1253998	56	Male	0	Illinois	0	2	0	350
1254003	55	Female	0	Illinois	0	1	0	NULL
1254007	59	Female	0	Illinois	0	0	0	225
1254485	0	Female	1	Illinois	0	0	0	45
1254496	0	Female	1	Missouri	0	0	0	NULL
1254573	90	Male	0	No State	0	0	0	NULL
1254736	72	Female	1	Texas	0	0	0	NULL
1254945	65	Female	1	Illinois	0	2	2	50
1255509	0	Female	0	Illinois	0	0	0	NULL
1256144	51	Male	0	Idaho	0	0	0	NULL
1256424	55	Male	0	No State	0	0	0	NULL
1256481	46	Female	1	Illinois	0	1	1	25
1256598	48	Female	0	Illinois	0	0	0	NULL
1256608	48	Female	0	Illinois	0	0	0	NULL
1257973	46	Female	0	Illinois	0	0	0	NULL
1258013	50	Female	0	Colorado	0	0	0	NULL
1258026	46	Female	1	Ohio	0	0	0	NULL
1258060	48	Female	0	Illinois	0	0	0	NULL
1258081	56	Female	0	Illinois	0	0	0	NULL
1258111	49	Female	0	Wisconsin	0	0	0	NULL
1258128	49	Female	0	Illinois	0	1	0	NULL
1258135	47	Male	0	Illinois	0	0	0	NULL
1258150	46	Female	1	Illinois	0	0	0	NULL
1258159	73	Male	0	Arizona	0	0	0	NULL
1258175	45	Female	0	Illinois	0	1	0	NULL
1260380	55	Female	0	Illinois	0	0	0	NULL
1260387	49	Female	0	Illinois	0	0	0	NULL
1260389	45	Female	0	Mississippi	0	0	0	NULL
1260406	45	Male	0	North Carolina	0	0	0	NULL
1260425	46	Female	1	Illinois	0	0	0	NULL
1260459	46	Female	1	Illinois	0	0	0	NULL
1260524	47	Female	0	Illinois	0	0	0	50
1260573	60	Male	0	New York	0	0	0	NULL
1260578	65	Female	1	North Carolina	0	74	0	1640
1260580	57	Female	0	Illinois	0	0	0	NULL
1260584	52	Female	1	Illinois	0	0	6	140
1260592	62	Female	0	Indiana	0	0	0	NULL
1260739	65	Female	1	Illinois	0	0	0	NULL
1260911	48	Female	0	Illinois	0	0	0	NULL
1260917	46	Female	0	Illinois	0	0	0	20
1260920	55	Female	0	Illinois	1	0	0	NULL
1261036	45	Female	0	Illinois	0	0	0	NULL
1261037	44	Female	0	Illinois	0	0	0	NULL
1261038	44	Female	0	Colorado	0	0	0	NULL
1261063	62	Female	0	Illinois	0	0	1	NULL
1261064	44	Male	0	California	0	0	0	NULL
1261138	66	Female	0	Illinois	0	0	0	NULL
1265497	64	Female	0	Iowa	0	1	0	NULL
1265506	62	Female	0	Illinois	0	0	0	NULL
1265514	46	Female	1	Illinois	0	0	1	NULL
1265524	62	Male	1	Illinois	0	0	0	NULL
1265634	62	Female	0	Illinois	0	0	0	NULL
1265639	77	Male	0	Wisconsin	0	0	0	NULL
1265840	43	Female	0	Illinois	0	0	0	NULL
1265841	43	Female	0	Illinois	0	0	0	NULL
1265850	43	Male	0	Illinois	0	0	0	NULL
1265901	50	Female	1	Illinois	0	8	0	200
1265940	61	Female	0	Illinois	0	0	1	NULL
1266071	46	Female	1	Colorado	0	0	0	NULL
1276997	48	Female	0	Illinois	0	0	0	NULL
1277001	50	Female	0	Illinois	0	0	0	NULL
1277030	45	Female	0	Illinois	0	0	0	NULL
1277035	46	Female	0	Washington	0	0	0	NULL
1277044	45	Female	1	Illinois	0	1	0	NULL
1277045	46	Female	0	North Carolina	0	0	0	NULL
1277050	45	Female	0	Illinois	0	0	0	NULL
1277051	47	Female	0	Missouri	0	0	1	NULL
1277054	58	Male	0	Illinois	0	0	0	NULL
1277058	49	Female	0	Illinois	0	0	0	NULL
1277217	44	Female	1	Pennsylvania	0	0	0	NULL
1277239	49	Female	0	Illinois	0	0	0	NULL
1277247	48	Female	0	Illinois	0	0	0	NULL
1277252	77	Female	0	Illinois	0	0	0	NULL
1277383	51	Female	0	North Carolina	0	0	0	NULL
1277553	44	Female	0	Indiana	0	0	0	NULL
1277554	43	Female	0	Illinois	0	0	0	NULL
1277555	43	Female	1	California	0	0	0	NULL
1277650	54	Female	1	New Jersey	0	0	0	NULL
1287393	89	Female	0	No State	0	0	0	NULL
1288472	44	Female	0	Illinois	0	0	1	NULL
1288822	64	Female	0	Colorado	0	0	0	NULL
1288935	60	Female	0	Tennessee	0	0	0	NULL
1289109	43	Female	1	Indiana	0	2	0	NULL
1290730	81	Female	0	Illinois	0	0	0	NULL
1295114	79	Male	0	Illinois	0	1	0	NULL
1300992	46	Female	1	Arizona	0	0	0	NULL
1301036	52	Female	1	Illinois	0	1	0	NULL
1301074	52	Female	1	Nevada	0	0	0	NULL
1301088	66	Female	0	Illinois	0	0	0	NULL
1301135	49	Female	0	California	0	1	0	NULL
1301136	60	Female	0	Illinois	0	0	1	NULL
1301200	42	Female	1	Illinois	0	1	0	NULL
1301238	62	Female	0	Illinois	0	0	0	NULL
1302298	79	Female	1	Illinois	1	0	0	NULL
1306153	87	Male	0	No State	0	0	0	NULL
1308785	79	Female	0	Illinois	0	0	0	NULL
1308990	83	Male	0	No State	1	0	0	NULL
1311569	100	Female	0	No State	0	0	0	NULL
1313170	77	Male	0	Illinois	0	0	0	NULL
1313714	75	Female	1	New York	0	0	0	3290
1314054	74	Female	0	Pennsylvania	0	0	0	NULL
1314056	74	Male	0	Florida	0	0	0	NULL
1315206	44	Female	0	Texas	0	0	0	NULL
1315364	82	Female	0	North Carolina	0	0	0	NULL
1315727	83	Male	0	No State	0	0	0	NULL
1315890	76	Male	0	Illinois	0	0	0	NULL
1315921	93	Female	0	No State	0	0	0	10
1316306	98	Female	0	No State	0	0	0	NULL
1316372	76	Female	0	Arizona	0	0	0	55
1316607	45	Female	0	Utah	0	0	0	NULL
1316687	70	Female	0	Illinois	0	0	0	NULL
1316780	48	Female	1	California	0	0	0	NULL
1316817	47	Male	0	Illinois	0	0	0	NULL
1316989	46	Female	0	Indiana	0	0	0	NULL
1317004	51	Female	1	Illinois	0	0	0	NULL
1317078	44	Female	1	Illinois	0	0	0	NULL
1327717	79	Female	0	Illinois	0	0	0	NULL
1329943	82	Male	0	No State	0	0	0	NULL
1330184	79	Male	0	Washington	0	0	0	NULL
1331855	78	Male	1	Illinois	0	0	0	NULL
1331864	60	Female	1	Illinois	0	0	0	400
1333041	44	Female	1	Illinois	0	0	0	NULL
1333402	44	Female	0	Illinois	0	0	1	NULL
1334236	80	Male	0	No State	0	0	0	55
1334676	105	Female	0	California	0	0	0	NULL
1336493	81	Male	0	Florida	0	0	0	NULL
1338315	76	Female	0	Illinois	0	0	0	NULL
1338696	44	Male	0	Illinois	0	0	0	NULL
1339007	82	Male	0	No State	0	0	0	NULL
1339666	79	Female	0	No State	0	0	0	NULL
1339773	103	Female	0	No State	0	0	0	NULL
1339774	93	Female	0	No State	0	0	0	75
1339855	76	Male	0	Minnesota	0	0	0	150
1339863	76	Female	0	Oregon	0	0	0	NULL
1343198	63	Female	1	Illinois	0	0	0	NULL
1343243	44	Female	0	Illinois	0	0	0	NULL
1343365	43	Female	1	Illinois	0	0	3	125
1343366	42	Female	0	Illinois	0	0	0	NULL
1343871	74	Male	0	Indiana	0	0	0	NULL
1343873	74	Female	1	Wisconsin	0	0	0	50
1344275	75	Male	1	Illinois	0	0	0	NULL
1344293	74	Female	0	Minnesota	0	0	0	NULL
1344639	48	Female	0	Illinois	0	0	1	NULL
1344928	65	Female	0	Illinois	0	0	1	NULL
1345056	53	Female	0	Illinois	0	0	0	NULL
1345057	61	Male	0	Illinois	0	0	0	NULL
1347254	62	Female	1	Illinois	0	0	0	NULL
1347292	51	Female	1	Washington	0	2	0	NULL
1347368	42	Female	0	Illinois	0	0	0	NULL
1347488	46	Female	0	Florida	0	0	0	NULL
1347782	53	Female	0	Tennessee	0	0	0	NULL
1347943	49	Female	0	Illinois	0	0	0	NULL
1348088	62	Female	0	No State	0	0	0	NULL
1349021	55	Female	1	Illinois	22	22	0	NULL
1350289	44	Female	0	Illinois	0	0	0	NULL
1351756	42	Female	1	Texas	0	0	1	NULL
1351797	46	Male	0	Illinois	0	0	0	NULL
1351890	54	Female	0	Illinois	0	0	0	NULL
1351891	44	Female	0	Illinois	0	0	0	NULL
1351965	44	Female	0	Illinois	0	0	0	NULL
1352057	43	Female	0	Illinois	0	0	0	NULL
1352222	56	Female	0	Illinois	0	0	0	NULL
1354447	82	Female	0	No State	1	0	0	NULL
1354762	65	Female	0	Idaho	0	0	0	NULL
1354794	46	Female	0	Texas	0	0	0	NULL
1354805	66	Female	0	Illinois	0	0	0	NULL
1354959	46	Female	1	New Jersey	0	0	0	NULL
1355002	46	Female	0	North Carolina	0	0	0	NULL
1355372	75	Male	0	Indiana	0	0	0	NULL
1355854	74	Male	0	No State	0	0	0	NULL
1356378	47	Male	0	Illinois	0	0	0	NULL
1356381	45	Female	1	Illinois	0	0	0	NULL
1356513	48	Female	0	Illinois	0	0	0	NULL
1356518	56	Female	0	Illinois	0	1	0	NULL
1356520	44	Female	1	Colorado	0	0	0	NULL
1357893	76	Male	0	No State	0	0	0	NULL
1358612	76	Female	0	Florida	0	0	0	NULL
1358709	54	Female	1	Illinois	0	0	0	NULL
1359195	67	Female	0	Georgia	1	0	0	25
1359350	37	Female	1	Washington	0	0	0	NULL
1360423	28	Female	0	Illinois	0	0	0	NULL
1363832	38	Male	0	Illinois	0	16	16	700
1364144	54	Female	0	Wisconsin	0	0	0	NULL
1364153	53	Female	0	Indiana	0	0	0	NULL
1364176	56	Female	0	California	0	0	0	NULL
1364189	54	Female	0	Illinois	0	0	0	NULL
1364194	70	Female	1	Florida	0	0	0	NULL
1364233	79	Female	0	California	0	0	0	NULL
1364237	74	Female	0	Illinois	0	0	0	NULL
1364275	93	Male	0	Illinois	0	0	0	NULL
1364295	66	Female	0	Illinois	0	0	0	NULL
1364332	57	Female	0	Illinois	0	0	0	NULL
1364338	53	Female	0	Illinois	0	0	0	NULL
1364386	57	Male	0	Illinois	0	0	0	NULL
1364434	55	Female	1	Illinois	2	0	0	NULL
1364507	55	Female	0	Illinois	0	0	0	NULL
1365859	55	Male	1	Illinois	0	0	0	NULL
1367727	0	Female	0	No State	0	0	1	NULL
1368352	56	Female	0	Illinois	0	0	0	NULL
1368356	59	Female	1	Missouri	0	0	1	NULL
1368470	55	Female	1	Illinois	0	0	0	105
1368527	53	Male	0	Illinois	0	0	0	NULL
1368532	59	Female	0	New Jersey	0	0	0	NULL
1368622	65	Male	0	Illinois	0	0	0	NULL
1368698	57	Female	0	Illinois	0	0	0	NULL
1368851	62	Female	0	Colorado	0	0	0	NULL
1368876	93	Male	0	No State	0	0	0	NULL
1368928	52	Female	0	California	0	0	0	NULL
1368975	79	Female	0	Florida	0	0	0	NULL
1369874	33	Female	1	Illinois	0	0	0	20
1371132	52	Female	0	Illinois	0	0	0	NULL
1371144	56	Female	0	Arizona	0	0	0	NULL
1371158	81	Male	0	Missouri	0	1	0	NULL
1371216	71	Female	1	Tennessee	0	1	0	NULL
1371220	53	Female	0	Virginia	0	0	0	NULL
1371255	55	Female	0	Pennsylvania	0	0	0	NULL
1371328	52	Female	0	Illinois	0	0	0	NULL
1372792	53	Female	0	California	0	0	0	NULL
1372851	59	Male	1	Illinois	0	0	0	NULL
1372872	59	Female	0	South Carolina	0	0	0	NULL
1372933	63	Female	0	Alabama	0	0	0	NULL
1372986	60	Female	0	Illinois	0	0	0	NULL
1372988	67	Male	0	Illinois	0	0	0	NULL
1373058	54	Female	0	Illinois	0	0	0	NULL
1387964	30	Female	0	Illinois	0	0	0	NULL
1390027	51	Female	0	Illinois	0	0	0	NULL
1390047	59	Female	0	Illinois	0	0	0	NULL
1390174	52	Female	0	Mississippi	0	0	0	NULL
1390216	60	Female	0	Arizona	0	0	0	NULL
1390262	61	Female	0	Maryland	0	0	0	NULL
1391557	64	Female	0	Missouri	0	0	0	NULL
1391675	55	Male	0	Washington	0	0	0	NULL
1391678	55	Female	0	Arkansas	0	0	0	NULL
1391802	56	Female	0	Iowa	0	0	0	NULL
1391899	57	Female	0	Illinois	0	0	0	NULL
1393601	31	Female	0	Illinois	0	4	0	NULL
1401853	52	Female	1	Tennessee	0	0	0	NULL
1401958	52	Female	0	Illinois	0	0	0	NULL
1402559	26	Female	0	Illinois	0	0	0	1
1402732	76	Male	0	No State	0	0	0	NULL
1403287	75	Female	0	Missouri	0	0	0	NULL
1405897	57	Female	0	Minnesota	0	0	0	NULL
1405944	53	Female	1	Virginia	0	0	0	NULL
1405945	61	Male	0	Illinois	0	0	0	NULL
1406081	62	Male	0	Illinois	0	0	0	NULL
1406100	61	Female	0	Illinois	0	0	0	NULL
1406112	60	Female	0	California	0	0	0	NULL
1406117	60	Female	0	California	0	0	0	NULL
